gpsLedgerId,currentFuelLevel,isIgnitionOn,eventDate,eventGeneratedTime
GPSLDGR-393457,81.32,FALSE,1716316200000,1716342145000
GPSLDGR-393502,81.32,FALSE,1716316200000,1716342385000
GPSLDGR-393541,81.32,FALSE,1716316200000,1716342626000
GPSLDGR-393582,81.32,FALSE,1716316200000,1716342866000
GPSLDGR-393621,81.32,FALSE,1716316200000,1716343106000
GPSLDGR-393659,81.32,FALSE,1716316200000,1716343347000
GPSLDGR-393698,81.32,FALSE,1716316200000,1716343588000
GPSLDGR-393741,81.32,FALSE,1716316200000,1716343828000
GPSLDGR-393778,81.32,FALSE,1716316200000,1716344068000
GPSLDGR-393817,81.32,FALSE,1716316200000,1716344308000
GPSLDGR-393860,81.32,FALSE,1716316200000,1716344549000
GPSLDGR-393911,81.32,FALSE,1716316200000,1716344790000
GPSLDGR-393955,81.32,FALSE,1716316200000,1716345030000
GPSLDGR-394015,81.32,FALSE,1716316200000,1716345271000
GPSLDGR-394064,81.32,FALSE,1716316200000,1716345511000
GPSLDGR-394119,81.32,FALSE,1716316200000,1716345751000
GPSLDGR-394197,81.35,FALSE,1716316200000,1716345991000
GPSLDGR-394288,81.32,FALSE,1716316200000,1716346172000
GPSLDGR-394362,81.32,FALSE,1716316200000,1716346412000
GPSLDGR-394437,81.34,FALSE,1716316200000,1716346653000
GPSLDGR-394569,81.32,FALSE,1716316200000,1716346894000
GPSLDGR-394639,81.32,FALSE,1716316200000,1716347134000
GPSLDGR-394717,81.32,FALSE,1716316200000,1716347374000
GPSLDGR-394782,81.32,FALSE,1716316200000,1716347614000
GPSLDGR-394863,81.32,FALSE,1716316200000,1716347856000
GPSLDGR-394943,81.32,FALSE,1716316200000,1716348096000
GPSLDGR-395012,81.32,FALSE,1716316200000,1716348336000
GPSLDGR-395039,81.32,FALSE,1716316200000,1716348576000
GPSLDGR-395161,81.32,FALSE,1716316200000,1716348817000
GPSLDGR-395235,81.3,FALSE,1716316200000,1716349057000
GPSLDGR-395300,81.32,FALSE,1716316200000,1716349298000
GPSLDGR-395551,81.33,FALSE,1716316200000,1716349555000
GPSLDGR-395694,81.32,TRUE,1716316200000,1716349819000
GPSLDGR-395820,81.29,TRUE,1716316200000,1716350045000
GPSLDGR-396068,81.01,TRUE,1716316200000,1716350285000
GPSLDGR-396289,81.2,TRUE,1716316200000,1716350534000
GPSLDGR-396513,80.65,TRUE,1716316200000,1716350774000
GPSLDGR-396692,80.98,TRUE,1716316200000,1716351014000
GPSLDGR-397054,80.13,TRUE,1716316200000,1716351254000
GPSLDGR-397178,80.18,TRUE,1716316200000,1716351495000
GPSLDGR-397395,80.04,TRUE,1716316200000,1716351735000
GPSLDGR-397696,79.59,TRUE,1716316200000,1716351976000
GPSLDGR-397929,79.38,TRUE,1716316200000,1716352217000
GPSLDGR-398262,79.11,TRUE,1716316200000,1716352457000
GPSLDGR-398443,79.3,TRUE,1716316200000,1716352697000
GPSLDGR-398967,78.85,TRUE,1716316200000,1716352937000
GPSLDGR-399017,78.38,TRUE,1716316200000,1716353179000
GPSLDGR-399351,78.57,TRUE,1716316200000,1716353419000
GPSLDGR-399642,78.08,TRUE,1716316200000,1716353659000
GPSLDGR-399827,78.12,TRUE,1716316200000,1716353899000
GPSLDGR-400142,78.96,TRUE,1716316200000,1716354139000
GPSLDGR-400418,78.35,TRUE,1716316200000,1716354380000
GPSLDGR-400665,78.09,TRUE,1716316200000,1716354621000
GPSLDGR-400979,77.22,TRUE,1716316200000,1716354861000
GPSLDGR-401082,77.47,TRUE,1716316200000,1716355107000
GPSLDGR-401250,77.17,TRUE,1716316200000,1716355347000
GPSLDGR-401389,76.64,TRUE,1716316200000,1716355589000
GPSLDGR-401496,76.6,TRUE,1716316200000,1716355829000
GPSLDGR-401598,76.31,TRUE,1716316200000,1716356069000
GPSLDGR-401703,76.72,TRUE,1716316200000,1716356309000
GPSLDGR-401791,75.87,TRUE,1716316200000,1716356550000
GPSLDGR-402038,75.61,TRUE,1716316200000,1716356774000
GPSLDGR-402144,75.41,TRUE,1716316200000,1716357014000
GPSLDGR-402275,75.22,TRUE,1716316200000,1716357255000
GPSLDGR-402414,75.13,TRUE,1716316200000,1716357505000
GPSLDGR-402614,74.92,TRUE,1716316200000,1716357745000
GPSLDGR-402778,74.65,TRUE,1716316200000,1716357986000
GPSLDGR-402943,74.62,TRUE,1716316200000,1716358227000
GPSLDGR-403089,74.14,TRUE,1716316200000,1716358467000
GPSLDGR-403188,73.67,TRUE,1716316200000,1716358707000
GPSLDGR-403359,73.55,TRUE,1716316200000,1716358947000
GPSLDGR-403477,73.13,TRUE,1716316200000,1716359185000
GPSLDGR-403644,73.03,TRUE,1716316200000,1716359431000
GPSLDGR-403867,73.06,TRUE,1716316200000,1716359672000
GPSLDGR-404101,73.22,TRUE,1716316200000,1716359912000
GPSLDGR-404271,73.84,TRUE,1716316200000,1716360123000
GPSLDGR-404728,72.51,TRUE,1716316200000,1716360370000
GPSLDGR-404869,72.76,TRUE,1716316200000,1716360611000
GPSLDGR-405089,71.98,TRUE,1716316200000,1716360833000
GPSLDGR-405382,71.84,TRUE,1716316200000,1716361091000
GPSLDGR-405588,71.45,TRUE,1716316200000,1716361331000
GPSLDGR-405797,71.25,TRUE,1716316200000,1716361573000
GPSLDGR-405955,71.22,TRUE,1716316200000,1716361813000
GPSLDGR-406106,70.67,TRUE,1716316200000,1716362053000
GPSLDGR-406349,82.35,TRUE,1716316200000,1716362293000
GPSLDGR-406357,130.89,TRUE,1716316200000,1716362534000
GPSLDGR-406391,130.66,FALSE,1716316200000,1716362764000
GPSLDGR-406477,130.89,FALSE,1716316200000,1716362980000
GPSLDGR-406789,130.89,FALSE,1716316200000,1716363221000
GPSLDGR-406793,130.88,FALSE,1716316200000,1716363461000
GPSLDGR-406797,130.83,FALSE,1716316200000,1716363701000
GPSLDGR-406889,130.88,FALSE,1716316200000,1716363942000
GPSLDGR-407010,130.82,FALSE,1716316200000,1716364182000
GPSLDGR-407085,130.89,FALSE,1716316200000,1716364423000
GPSLDGR-407221,130.86,FALSE,1716316200000,1716364680000
GPSLDGR-407318,130.84,FALSE,1716316200000,1716364920000
GPSLDGR-407470,130.89,FALSE,1716316200000,1716365160000
GPSLDGR-407637,130.42,FALSE,1716316200000,1716365400000
GPSLDGR-407824,130.89,FALSE,1716316200000,1716365642000
GPSLDGR-408027,130.83,FALSE,1716316200000,1716365882000
GPSLDGR-408271,130.7,FALSE,1716316200000,1716366122000
GPSLDGR-408414,130.79,FALSE,1716316200000,1716366362000
GPSLDGR-408447,130.88,FALSE,1716316200000,1716366603000
GPSLDGR-408636,130.87,TRUE,1716316200000,1716366851000
GPSLDGR-408794,130.74,TRUE,1716316200000,1716367092000
GPSLDGR-408944,130.63,TRUE,1716316200000,1716367332000
GPSLDGR-409129,130.19,TRUE,1716316200000,1716367573000
GPSLDGR-409391,130.12,TRUE,1716316200000,1716367813000
GPSLDGR-409493,130.14,TRUE,1716316200000,1716368053000
GPSLDGR-409682,129.8,TRUE,1716316200000,1716368300000
GPSLDGR-410055,128.91,TRUE,1716316200000,1716368541000
GPSLDGR-410170,128.87,TRUE,1716316200000,1716368781000
GPSLDGR-410386,128.33,TRUE,1716316200000,1716369021000
GPSLDGR-410614,128,TRUE,1716316200000,1716369262000
GPSLDGR-410770,127.81,TRUE,1716316200000,1716369503000
GPSLDGR-410954,127.49,TRUE,1716316200000,1716369743000
GPSLDGR-411159,127.07,TRUE,1716316200000,1716369983000
GPSLDGR-411302,126.74,TRUE,1716316200000,1716370224000
GPSLDGR-411479,126.03,TRUE,1716316200000,1716370464000
GPSLDGR-411614,125.54,TRUE,1716316200000,1716370705000
GPSLDGR-411769,125.09,TRUE,1716316200000,1716370945000
GPSLDGR-412008,124.64,TRUE,1716316200000,1716371192000
GPSLDGR-412175,124.24,TRUE,1716316200000,1716371430000
GPSLDGR-412352,123.74,TRUE,1716316200000,1716371671000
GPSLDGR-412583,123.38,TRUE,1716316200000,1716371911000
GPSLDGR-412740,123.13,TRUE,1716316200000,1716372127000
GPSLDGR-412962,122.75,TRUE,1716316200000,1716372368000
GPSLDGR-413151,122.38,TRUE,1716316200000,1716372608000
GPSLDGR-413313,121.8,TRUE,1716316200000,1716372849000
GPSLDGR-413514,121.42,TRUE,1716316200000,1716373089000
GPSLDGR-413649,121.15,TRUE,1716316200000,1716373330000
GPSLDGR-413888,120.78,TRUE,1716316200000,1716373590000
GPSLDGR-414068,120.66,TRUE,1716316200000,1716373826000
GPSLDGR-414263,120.41,TRUE,1716316200000,1716374067000
GPSLDGR-414508,120.13,TRUE,1716316200000,1716374308000
GPSLDGR-414709,119.72,TRUE,1716316200000,1716374548000
GPSLDGR-415006,119.32,TRUE,1716316200000,1716374788000
GPSLDGR-415250,119.04,TRUE,1716316200000,1716375024000
GPSLDGR-415508,118.85,TRUE,1716316200000,1716375266000
GPSLDGR-415774,118.49,TRUE,1716316200000,1716375507000
GPSLDGR-416037,118.09,TRUE,1716316200000,1716375747000
GPSLDGR-416352,117.96,TRUE,1716316200000,1716375988000
GPSLDGR-416695,117.46,TRUE,1716316200000,1716376228000
GPSLDGR-417682,117.14,TRUE,1716316200000,1716376468000
GPSLDGR-417690,116.86,TRUE,1716316200000,1716376709000
GPSLDGR-417698,116.77,TRUE,1716316200000,1716376950000
GPSLDGR-417706,116.23,TRUE,1716316200000,1716377190000
GPSLDGR-417716,116.03,TRUE,1716316200000,1716377430000
GPSLDGR-417941,115.78,TRUE,1716316200000,1716377667000
GPSLDGR-418019,115.78,TRUE,1716316200000,1716377883000
GPSLDGR-418358,114.77,TRUE,1716316200000,1716378123000
GPSLDGR-418644,114.21,TRUE,1716316200000,1716378391000
GPSLDGR-418898,114.26,TRUE,1716316200000,1716378632000
GPSLDGR-419104,114.14,TRUE,1716316200000,1716378842000
GPSLDGR-419357,114.04,TRUE,1716316200000,1716379083000
GPSLDGR-419624,113.42,FALSE,1716316200000,1716379328000
GPSLDGR-419859,113.08,FALSE,1716316200000,1716379579000
GPSLDGR-420153,112.97,FALSE,1716316200000,1716379819000
GPSLDGR-420331,113.03,FALSE,1716316200000,1716380059000
GPSLDGR-420511,113.03,FALSE,1716316200000,1716380300000
GPSLDGR-420626,113.01,FALSE,1716316200000,1716380541000
GPSLDGR-420695,113.05,FALSE,1716316200000,1716380781000
GPSLDGR-420781,113.02,FALSE,1716316200000,1716381021000
GPSLDGR-420855,112.93,FALSE,1716316200000,1716381262000
GPSLDGR-420895,113.03,FALSE,1716316200000,1716381503000
GPSLDGR-420935,113.03,FALSE,1716316200000,1716381743000
GPSLDGR-420975,113.21,FALSE,1716316200000,1716381983000
GPSLDGR-421005,113.02,FALSE,1716316200000,1716382188000
GPSLDGR-421044,113.03,FALSE,1716316200000,1716382428000
GPSLDGR-421077,113.02,FALSE,1716316200000,1716382668000
GPSLDGR-421123,113.01,FALSE,1716316200000,1716382909000
GPSLDGR-421161,112.98,FALSE,1716316200000,1716383150000
GPSLDGR-421206,112.92,FALSE,1716316200000,1716383390000
GPSLDGR-421243,112.88,FALSE,1716316200000,1716383630000
GPSLDGR-421285,112.68,FALSE,1716316200000,1716383870000
GPSLDGR-421320,112.66,FALSE,1716316200000,1716384112000
GPSLDGR-421360,112.66,FALSE,1716316200000,1716384352000
GPSLDGR-421405,112.56,FALSE,1716316200000,1716384592000
GPSLDGR-421445,112.54,FALSE,1716316200000,1716384832000
GPSLDGR-421484,112.57,FALSE,1716316200000,1716385073000
GPSLDGR-421522,112.52,FALSE,1716316200000,1716385313000
GPSLDGR-421562,112.57,FALSE,1716316200000,1716385554000
GPSLDGR-421616,112.52,FALSE,1716316200000,1716385795000
GPSLDGR-421648,112.5,FALSE,1716316200000,1716386035000
GPSLDGR-421689,112.5,FALSE,1716316200000,1716386275000
GPSLDGR-421728,112.49,FALSE,1716316200000,1716386515000
GPSLDGR-421766,112.49,FALSE,1716316200000,1716386756000
GPSLDGR-421810,112.49,FALSE,1716316200000,1716386997000
GPSLDGR-421860,112.49,FALSE,1716316200000,1716387237000
GPSLDGR-421902,112.49,FALSE,1716316200000,1716387477000
GPSLDGR-421946,112.49,FALSE,1716316200000,1716387718000
GPSLDGR-421989,112.49,FALSE,1716316200000,1716387958000
GPSLDGR-422025,112.49,FALSE,1716316200000,1716388198000
GPSLDGR-422066,112.49,FALSE,1716316200000,1716388439000
GPSLDGR-422109,112.49,FALSE,1716316200000,1716388680000
GPSLDGR-422149,112.49,FALSE,1716316200000,1716388920000
GPSLDGR-422191,112.49,FALSE,1716316200000,1716389160000
GPSLDGR-422225,112.49,FALSE,1716316200000,1716389401000
GPSLDGR-422268,112.49,FALSE,1716316200000,1716389641000
GPSLDGR-422314,112.49,FALSE,1716316200000,1716389882000
GPSLDGR-422353,112.49,FALSE,1716316200000,1716390122000
GPSLDGR-422393,112.49,FALSE,1716316200000,1716390363000
GPSLDGR-422433,112.49,FALSE,1716316200000,1716390603000
GPSLDGR-422471,112.49,FALSE,1716316200000,1716390843000
GPSLDGR-422509,112.5,FALSE,1716316200000,1716391084000
GPSLDGR-422547,112.49,FALSE,1716316200000,1716391325000
GPSLDGR-422594,112.49,FALSE,1716316200000,1716391565000
GPSLDGR-422633,112.49,FALSE,1716316200000,1716391805000
GPSLDGR-422673,112.49,FALSE,1716316200000,1716392045000
GPSLDGR-422708,112.48,FALSE,1716316200000,1716392286000
GPSLDGR-422753,112.46,FALSE,1716316200000,1716392527000
GPSLDGR-422794,112.39,FALSE,1716316200000,1716392767000
GPSLDGR-422836,112.47,FALSE,1716316200000,1716393032000
GPSLDGR-422876,112.43,FALSE,1716316200000,1716393272000
GPSLDGR-422901,112.37,FALSE,1716316200000,1716393453000
GPSLDGR-422943,112.39,FALSE,1716316200000,1716393693000
GPSLDGR-422979,112.4,FALSE,1716316200000,1716393933000
GPSLDGR-423023,112.36,FALSE,1716316200000,1716394174000
GPSLDGR-423063,112.22,FALSE,1716316200000,1716394415000
GPSLDGR-423112,112.23,FALSE,1716316200000,1716394655000
GPSLDGR-423142,112.21,FALSE,1716316200000,1716394895000
GPSLDGR-423180,112.23,FALSE,1716316200000,1716395136000
GPSLDGR-423216,112.19,FALSE,1716316200000,1716395376000
GPSLDGR-423262,112.2,FALSE,1716316200000,1716395616000
GPSLDGR-423303,112.04,FALSE,1716316200000,1716395857000
GPSLDGR-423353,112.08,FALSE,1716316200000,1716396098000
GPSLDGR-423383,112.1,FALSE,1716316200000,1716396338000
GPSLDGR-423423,112.11,FALSE,1716316200000,1716396578000
GPSLDGR-423463,112.01,FALSE,1716316200000,1716396818000
GPSLDGR-423498,111.96,FALSE,1716316200000,1716397059000
GPSLDGR-423539,111.96,FALSE,1716316200000,1716397300000
GPSLDGR-423579,111.93,FALSE,1716316200000,1716397540000
GPSLDGR-423623,111.95,FALSE,1716316200000,1716397781000
GPSLDGR-423664,111.94,FALSE,1716316200000,1716398021000
GPSLDGR-423702,111.94,FALSE,1716316200000,1716398261000
GPSLDGR-423739,111.94,FALSE,1716316200000,1716398501000
GPSLDGR-423779,111.95,FALSE,1716316200000,1716398743000
GPSLDGR-423821,111.94,FALSE,1716316200000,1716398983000
GPSLDGR-423863,111.94,FALSE,1716316200000,1716399223000
GPSLDGR-423897,111.94,FALSE,1716316200000,1716399463000
GPSLDGR-423938,111.94,FALSE,1716316200000,1716399704000
GPSLDGR-423978,111.95,FALSE,1716316200000,1716399944000
GPSLDGR-424023,111.94,FALSE,1716316200000,1716400185000
GPSLDGR-424062,111.94,FALSE,1716316200000,1716400425000
GPSLDGR-424103,111.94,FALSE,1716316200000,1716400666000
GPSLDGR-424143,111.94,FALSE,1716316200000,1716400906000
GPSLDGR-424177,111.94,FALSE,1716316200000,1716401146000
GPSLDGR-424224,111.94,FALSE,1716316200000,1716401388000
GPSLDGR-424263,111.94,FALSE,1716316200000,1716401628000
GPSLDGR-424302,111.94,FALSE,1716316200000,1716401868000
GPSLDGR-424337,111.94,FALSE,1716316200000,1716402108000
GPSLDGR-424383,111.94,FALSE,1716316200000,1716402349000
GPSLDGR-424418,111.94,FALSE,1716316200000,1716402590000
